LAT,LONG,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
48N,125W,1972,82,-36,-11,-5,-7,2,-19,5,4,44,4,34
48N,125W,1973,-61,-9,14,23,-9,-14,-2,32,-4,28,62,-4
48N,125W,1974,59,1,-10,-3,-6,13,-15,15,0,38,38,20
48N,125W,1975,66,-43,17,17,-3,34,11,-8,6,-21,-16,52
48N,125W,1976,27,12,-3,-3,-12,6,-29,-13,-3,33,51,47
48N,125W,1977,45,-52,32,-2,-9,14,8,2,-2,9,23,37
48N,125W,1978,-39,-64,17,-3,-1,3,24,-19,-20,39,72,90
48N,125W,1979,17,-35,19,10,6,58,-9,13,-6,23,-99,-40
48N,125W,1980,22,-171,24,-15,23,7,29,46,1,0,-57,-13
48N,125W,1981,-161,-29,5,-1,-10,-20,46,2,-10,29,-35,-2
48N,125W,1982,66,-26,20,0,41,49,2,16,3,-5,32,4
48N,125W,1983,-75,-150,-42,5,27,-1,-16,4,8,36,-39,-26
48N,125W,1984,48,-96,-8,-14,-19,8,38,5,-4,18,-33,72
48N,125W,1985,-17,27,12,7,2,24,45,17,8,18,69,-55
48N,125W,1986,-237,-22,-31,6,-16,1,23,62,5,22,63,-94
48N,125W,1987,-113,-19,-15,-6,4,12,5,46,5,38,-14,-15
48N,125W,1988,-62,31,9,1,-24,-13,20,33,11,34,-2,56
48N,125W,1989,63,-20,-51,0,16,6,-3,26,17,27,68,57
48N,125W,1990,55,22,9,7,-4,-13,27,-7,12,17,59,84
48N,125W,1991,45,-35,20,2,9,6,-7,-13,13,40,6,30
48N,125W,1992,-81,-78,21,-8,12,17,18,6,4,26,35,54
48N,125W,1993,-12,-35,-18,-55,-20,-2,4,4,16,37,75,1
48N,125W,1994,52,-8,6,-1,-11,-14,24,-12,-1,32,54,-53
48N,125W,1995,-224,16,-37,-2,11,-16,3,-10,-4,24,15,-80
48N,125W,1996,49,-44,15,-61,-4,-7,29,4,4,24,58,38
48N,125W,1997,35,38,-35,-3,-18,-24,-9,-19,-9,14,-52,-3
48N,125W,1998,-95,-141,13,3,-3,35,-10,18,20,-4,-48,41
48N,125W,1999,-55,-232,-75,7,0,-14,10,-2,18,26,-30,43
48N,125W,2000,28,-55,-10,-5,-14,-2,-9,11,-3,20,28,-7
48N,125W,2001,-36,5,11,-2,-1,0,35,-20,0,30,-58,-30
48N,125W,2002,21,1,15,9,-7,-8,15,18,0,39,-50,-119
48N,125W,2003,-144,44,-46,-14,-10,11,-4,7,-1,4,65,-128
48N,125W,2004,-32,-63,4,0,-3,-7,-4,-13,0,37,74,79
48N,125W,2005,16,47,13,-13,-21,-9,-4,18,20,-11,63,24
48N,125W,2006,-21,45,-26,0,-1,8,21,55,14,57,12,18
48N,125W,2007,73,5,1,-7,15,-18,-22,-4,9,16,72,58
48N,125W,2008,61,34,9,6,-1,4,-5,-14,3,34,40,88
48N,125W,2009,79,33,18,14,-8,-2,-2,-9,-4,26,-21,20
48N,125W,2010,-168,-63,-22,1,-5,-8,26,-6,-10,-3,49,-59
48N,125W,2011,68,36,-103,1,-12,-8,-18,-5,-9,30,39,96
48N,125W,2012,13,-3,-36,-15,-6,-23,6,-11,14,25,-1,47
48N,125W,2013,84,33,15,17,-16,-21,50,-20,-7,40,78,98
48N,125W,2014,73,-24,-13,-14,-15,-2,1,13,-4,-23,38,12
48N,125W,2015,41,21,3,-1,28,30,2,-6,-2,20,78,-43
48N,125W,2016,-111,-78,-70,-2,21,-2,-8,12,0,-73,-98,77
48N,125W,2017,-29,8,-41,-37,-7,-15,6,10,-1,35,-49,72
48N,125W,2018,-95,56,13,-14,12,-16,9,13,-4,30,39,-29
48N,125W,2019,-32,35,0,1,12,10,-24,-14,-4,31,79,13
48N,125W,2020,-64,44,20,4,-19,-15,-9,-14,-9,40,30,-7
48N,125W,2021,-30,37,-2,10,0,-21,17,,,,,
999,9,,,,,,,,,,,,,
51N,131W,1946,16,-61,9,-11,-3,-15,-15,0,-7,54,45,70
51N,131W,1947,76,-25,5,0,-2,-12,-17,32,10,-28,52,34
51N,131W,1948,21,38,14,7,-11,16,-5,12,5,22,74,62
51N,131W,1949,64,33,1,-52,-4,11,-5,-16,0,28,-96,60
51N,131W,1950,64,-86,-4,-41,0,-13,-13,-23,-4,8,18,-35
51N,131W,1951,6,28,10,7,-3,50,-5,7,0,17,-17,52
51N,131W,1952,25,10,33,-53,-7,-7,7,8,-1,9,6,-117
51N,131W,1953,-6,12,-9,-17,-10,-10,-12,-11,7,-45,-36,39
51N,131W,1954,50,-4,15,12,-9,-32,-20,19,5,-29,-130,19
51N,131W,1955,29,56,27,10,9,-6,0,0,6,5,-45,-19
51N,131W,1956,-152,35,-6,9,1,-16,-6,-6,9,38,14,12
51N,131W,1957,50,35,-27,7,-6,-16,-2,-10,2,27,2,10
51N,131W,1958,-174,-173,11,4,-2,33,55,-12,7,-1,21,-93
51N,131W,1959,-47,25,-15,14,2,-21,-7,16,1,24,9,-26
51N,131W,1960,-1,11,-35,-27,-13,7,-17,22,7,-3,10,-5
51N,131W,1961,-131,-48,-42,32,-9,-25,7,-3,29,56,28,60
51N,131W,1962,55,32,12,-34,19,-10,8,3,5,19,-6,-56
51N,131W,1963,72,-129,28,8,-8,33,10,8,-67,-111,-6,-66
51N,131W,1964,20,65,35,51,15,-13,-16,-3,21,-18,34,31
51N,131W,1965,25,50,15,2,29,-10,-7,4,72,-70,29,45
51N,131W,1966,-5,27,-74,22,1,-25,31,2,-38,26,48,-21
51N,131W,1967,41,-14,20,35,-1,60,-8,-11,-66,-8,47,40
51N,131W,1968,65,-100,-54,18,-2,-14,-6,1,8,-12,-60,37
51N,131W,1969,57,-9,4,-66,-6,16,7,-4,-6,-11,-21,-168
51N,131W,1970,14,-48,-2,41,-16,-5,-7,-4,12,36,26,40
51N,131W,1971,62,13,-28,-20,7,-13,12,-27,13,41,21,62
51N,131W,1972,66,-23,-12,8,-2,-9,1,-8,41,49,-33,50
51N,131W,1973,-11,-14,10,10,-24,-30,-11,28,-3,21,60,-24
51N,131W,1974,69,-1,7,-4,-7,-8,-8,32,6,5,16,-5
51N,131W,1975,55,-36,15,22,-5,23,-10,-5,10,16,23,27
51N,131W,1976,-17,37,-3,-28,-25,5,-39,-8,-9,34,-10,9
51N,131W,1977,24,-116,48,-1,5,-5,-6,15,19,-39,21,29
51N,131W,1978,-63,-93,-8,3,2,38,33,-14,-29,27,56,78
51N,131W,1979,32,14,8,13,-7,0,-16,2,-19,-13,-29,0
51N,131W,1980,52,-74,28,-110,3,9,3,58,20,-41,-19,17
51N,131W,1981,-245,27,-64,1,-20,-29,52,-9,-40,39,-28,12
51N,131W,1982,69,23,13,1,5,10,-8,-1,12,33,47,6
51N,131W,1983,-127,-120,-30,5,1,-21,-16,-13,10,18,9,10
51N,131W,1984,6,-76,-71,-45,-29,-18,-9,-14,-15,8,17,59
51N,131W,1985,-58,40,8,1,-1,-13,-3,1,28,38,58,-51
51N,131W,1986,-149,-15,-111,-5,-25,-13,4,19,30,-14,50,-57
51N,131W,1987,-25,-7,0,-65,-8,-15,6,28,3,35,-14,26
51N,131W,1988,-1,6,-21,3,-30,-24,-13,6,9,16,-6,50
51N,131W,1989,63,25,-37,4,5,-7,-16,12,21,18,38,-2
51N,131W,1990,56,38,-57,1,0,-14,15,-12,8,21,70,82
51N,131W,1991,32,-57,20,-3,11,5,-12,-7,6,42,-30,-4
51N,131W,1992,-71,-71,10,-14,3,-2,37,-1,14,-85,14,55
51N,131W,1993,39,-41,-39,-92,-14,-11,30,32,60,31,60,-58
51N,131W,1994,12,27,-3,-11,-10,-14,9,-3,-1,34,97,-6
51N,131W,1995,-140,22,-11,-9,13,-15,27,-2,-1,27,9,-49
51N,131W,1996,55,9,4,-77,2,-16,29,-6,8,26,22,35
51N,131W,1997,-34,-14,-20,-25,-6,-28,-18,-9,-10,32,-13,-19
51N,131W,1998,-53,-147,-13,-6,15,87,4,-6,12,-7,15,34
51N,131W,1999,-9,-82,-15,-3,-6,-20,27,-11,21,23,-39,39
51N,131W,2000,46,12,-72,-13,-3,-8,-2,18,13,32,12,-8
51N,131W,2001,-100,32,-8,1,-19,-19,12,-36,-16,43,-14,-2
51N,131W,2002,47,12,13,22,-7,-17,-1,9,12,36,-89,-105
51N,131W,2003,-179,38,-29,3,-8,-5,-14,-8,-5,-7,69,-65
51N,131W,2004,-12,-49,-11,-10,15,-7,0,-10,13,43,52,44
51N,131W,2005,36,33,1,-5,-13,0,-2,11,34,-20,25,-59
51N,131W,2006,-13,35,-2,-6,-9,-4,2,39,11,58,37,-88
51N,131W,2007,61,-14,-21,-48,-5,-29,-22,-1,34,3,18,46
51N,131W,2008,54,-7,-16,10,4,-8,-11,-11,5,16,-11,61
51N,131W,2009,36,28,12,14,-4,6,31,-3,-24,17,-17,-29
51N,131W,2010,-223,-150,-97,-7,-1,-18,88,40,-13,-58,24,-54
51N,131W,2011,34,42,-94,9,-13,-5,-9,-8,-46,-4,45,45
51N,131W,2012,-8,0,-38,-49,-12,-21,2,-4,11,40,-50,39
51N,131W,2013,36,9,13,24,-1,-17,41,-20,2,44,51,59
51N,131W,2014,28,1,-45,-41,-5,-5,-9,2,3,-43,39,-13
51N,131W,2015,-50,9,-16,-21,59,-3,18,0,9,7,61,22
51N,131W,2016,-140,-146,-46,-15,28,-2,-2,50,9,9,-81,59
51N,131W,2017,25,36,-27,-24,3,-21,-16,2,8,54,32,19
51N,131W,2018,-73,70,11,-5,1,-15,54,22,5,23,28,7
51N,131W,2019,9,70,-5,-1,41,0,-14,-6,8,38,42,-17
51N,131W,2020,17,46,30,8,-33,-16,-4,-21,-2,44,48,-80
51N,131W,2021,-56,42,6,21,0,-15,-4,,,,,
999,9,,,,,,,,,,,,,
54N,134W,1946,40,-93,-22,-48,8,-1,-14,1,-21,76,81,60
54N,134W,1947,77,-48,-7,-20,0,-10,-3,19,8,-51,27,20
54N,134W,1948,10,57,16,28,-7,8,-2,15,-3,-16,9,58
54N,134W,1949,58,51,8,-84,9,-4,-6,-3,5,16,-74,86
54N,134W,1950,106,-134,-13,-54,-33,-4,-21,-15,-3,24,14,-8
54N,134W,1951,-19,58,2,8,7,27,2,6,0,38,0,84
54N,134W,1952,22,-17,21,-42,-7,-3,9,4,-11,22,11,-136
54N,134W,1953,-42,-40,-23,-17,7,2,-4,-1,7,-82,8,-41
54N,134W,1954,49,14,27,11,0,-28,-11,20,19,-1,-98,16
54N,134W,1955,17,53,16,16,-10,-1,6,-11,15,-8,-45,-12
54N,134W,1956,-136,43,-10,6,1,-7,-1,-14,28,38,-61,5
54N,134W,1957,89,47,-22,12,2,-10,-1,1,14,56,-2,20
54N,134W,1958,-96,-125,29,18,6,30,15,-28,17,-6,-18,-84
54N,134W,1959,-77,47,-66,14,8,-10,-9,4,11,45,-16,-64
54N,134W,1960,33,32,-56,-10,-2,-5,-15,7,9,-12,-3,-16
54N,134W,1961,-107,-93,-36,15,2,-40,2,-2,30,38,50,51
54N,134W,1962,56,67,18,-53,12,-1,-1,4,2,15,-65,-19
54N,134W,1963,86,-97,33,21,-2,12,10,17,-86,-118,14,-86
54N,134W,1964,-3,12,20,20,16,-1,-7,-5,22,-4,29,40
54N,134W,1965,-33,14,25,16,15,-5,-3,16,54,-95,74,52
54N,134W,1966,-33,57,-33,28,-15,-5,39,-1,-64,22,85,10
54N,134W,1967,27,-44,37,49,-1,35,-5,-9,-70,26,79,52
54N,134W,1968,97,-132,-54,-22,10,-10,-7,-1,-23,20,-85,35
54N,134W,1969,70,2,0,-68,-1,7,-14,-12,1,-38,-49,-201
54N,134W,1970,15,-41,-18,11,-38,-5,-10,-5,12,63,44,42
54N,134W,1971,57,-10,-26,-22,1,-1,16,-18,15,61,36,83
54N,134W,1972,81,-15,-7,3,8,-4,0,-11,35,71,20,65
54N,134W,1973,39,6,10,-3,-44,-24,-4,10,8,8,93,-49
54N,134W,1974,89,-39,17,-8,-3,-9,0,18,10,-55,-13,-37
54N,134W,1975,28,-54,14,13,-7,2,-10,-3,7,33,40,5
54N,134W,1976,-62,50,-13,-35,-45,4,-29,-6,-33,43,-65,6
54N,134W,1977,-3,-168,17,-11,10,-10,-12,8,25,-81,62,54
54N,134W,1978,-48,-95,-24,15,-14,25,4,-8,-20,-11,77,65
54N,134W,1979,34,20,0,24,-16,-3,-19,8,-30,-40,-6,22
54N,134W,1980,46,-63,1,-170,8,15,-10,21,16,-109,-46,33
54N,134W,1981,-273,47,-78,9,-14,-13,22,-6,-54,64,-38,14
54N,134W,1982,55,43,21,-21,-2,10,0,5,16,35,65,-36
54N,134W,1983,-159,-108,-30,19,0,-6,-7,-21,17,22,32,28
54N,134W,1984,3,-85,-89,-37,-10,-11,-16,-9,-38,35,37,67
54N,134W,1985,-91,23,-8,-27,7,-15,4,3,35,50,88,-106
54N,134W,1986,-208,-39,-105,-30,-24,-4,1,0,31,-3,47,-106
54N,134W,1987,-40,-23,1,-139,-35,-47,11,7,-18,10,-66,17
54N,134W,1988,19,-48,-77,-4,-25,-29,-17,-4,-2,13,-23,41
54N,134W,1989,19,74,-37,12,11,0,-3,8,24,29,24,-24
54N,134W,1990,67,38,-69,13,14,-1,2,-4,1,38,65,85
54N,134W,1991,50,-55,30,-35,6,3,-6,-10,-15,62,-45,-47
54N,134W,1992,-122,-38,13,-4,5,2,8,-1,-2,14,6,77
54N,134W,1993,74,-8,-57,-60,8,-1,19,17,48,35,65,-77
54N,134W,1994,11,39,-38,-12,-18,-4,-1,8,-31,6,75,-7
54N,134W,1995,-65,38,6,-21,9,-9,10,2,-3,6,8,-50
54N,134W,1996,70,36,15,-46,13,-16,4,-12,6,38,11,44
54N,134W,1997,-24,-27,-18,-33,9,-6,-28,2,6,49,24,-48
54N,134W,1998,-36,-158,-14,-30,15,57,-1,-13,8,-1,47,32
54N,134W,1999,-32,-40,-10,-38,-50,-21,10,-17,-17,-20,-73,-5
54N,134W,2000,43,38,-110,-13,3,-2,-3,5,12,21,13,2
54N,134W,2001,-171,58,-42,-7,-65,-16,1,-25,-91,23,-13,-5
54N,134W,2002,58,10,24,27,-7,-15,-11,-5,13,34,-77,-54
54N,134W,2003,-112,55,-15,11,-7,-4,-4,-2,-31,11,93,-59
54N,134W,2004,27,-71,-10,-16,18,0,-2,-1,12,51,47,34
54N,134W,2005,68,39,-3,-1,-1,4,-11,-2,17,-22,-19,-100
54N,134W,2006,31,57,9,-25,-16,-4,1,0,-11,68,52,-196
54N,134W,2007,38,20,-61,-79,-18,-7,-22,3,25,14,27,46
54N,134W,2008,60,-62,-38,9,7,-11,-22,-8,6,-29,21,88
54N,134W,2009,-7,63,-6,18,5,8,18,-13,-38,29,-54,10
54N,134W,2010,-191,-128,-127,-3,9,-27,18,20,5,-41,32,-2
54N,134W,2011,56,65,-27,3,-1,3,-12,-19,-68,-3,69,12
54N,134W,2012,-20,-13,-29,-43,-39,-6,-2,-2,-6,83,-47,41
54N,134W,2013,12,-49,26,13,10,-2,17,-5,-5,62,75,57
54N,134W,2014,5,39,-37,-22,10,-3,-7,-8,15,-4,73,1
54N,134W,2015,-53,32,-16,-40,39,-1,1,0,6,34,62,22
54N,134W,2016,-143,-107,-54,-29,16,-4,-4,17,16,52,-72,68
54N,134W,2017,68,70,-9,-6,8,-31,-18,-11,18,71,76,0
54N,134W,2018,-46,73,27,3,1,-4,41,8,24,5,26,-22
54N,134W,2019,59,92,-2,-20,27,0,-1,11,21,61,30,-54
54N,134W,2020,61,9,36,10,-28,-8,-9,-52,17,65,63,-143
54N,134W,2021,-68,33,5,13,-3,-6,-2,,,,,
999,9,,,,,,,,,,,,,
57N,137W,1946,132,-79,-1,-52,5,0,-8,-1,-10,67,88,101
57N,137W,1947,183,-81,-12,-14,-7,-7,-1,8,-5,-59,50,31
57N,137W,1948,112,29,24,25,-4,2,0,13,-7,-33,25,94
57N,137W,1949,148,5,12,-31,8,-7,-2,2,-8,33,-19,86
57N,137W,1950,164,-246,-22,-70,-25,-3,-13,-8,1,5,-97,17
57N,137W,1951,-48,76,-23,6,7,15,1,6,-11,11,-6,119
57N,137W,1952,-84,-9,30,-29,-5,-1,5,5,-3,16,15,-144
57N,137W,1953,-111,-8,-2,-25,8,1,-1,1,8,-51,11,28
57N,137W,1954,22,33,44,4,3,-11,-7,12,18,-7,-17,47
57N,137W,1955,98,79,21,8,-18,0,6,-11,10,-9,-99,-110
57N,137W,1956,-173,51,-17,2,-7,-1,1,-17,27,39,-29,-27
57N,137W,1957,161,49,-26,7,-3,0,1,5,7,36,38,37
57N,137W,1958,-28,-222,38,17,4,18,3,-32,22,-17,-11,-88
57N,137W,1959,-245,65,-45,15,8,-3,-6,4,11,24,8,2
57N,137W,1960,108,41,-96,-2,2,-3,-14,4,0,-6,21,11
57N,137W,1961,-29,-78,-39,19,-1,-31,-1,-2,29,63,47,53
57N,137W,1962,78,88,23,-36,10,0,-1,7,-7,-6,-49,8
57N,137W,1963,183,-97,45,22,-6,8,8,16,-60,-80,-12,-84
57N,137W,1964,27,47,19,16,10,1,-3,0,24,14,2,-58
57N,137W,1965,-104,24,28,6,12,-9,-2,15,42,-88,10,77
57N,137W,1966,-237,85,-47,25,-2,1,30,-9,-58,20,34,-91
57N,137W,1967,-37,-20,28,28,9,20,-1,-3,-49,46,120,29
57N,137W,1968,122,-180,-52,-18,10,-3,-5,-2,-35,1,-70,-94
57N,137W,1969,-39,-59,4,-55,-1,5,-7,0,-5,-75,-23,-178
57N,137W,1970,12,-17,-11,15,-15,-4,-13,-9,15,54,-1,1
57N,137W,1971,-29,35,-10,-25,-18,0,7,-9,13,52,37,89
57N,137W,1972,114,-141,-24,-2,6,0,0,-12,28,60,41,32
57N,137W,1973,108,-5,25,-8,-37,-4,-1,8,8,2,43,-50
57N,137W,1974,83,-36,-4,-16,7,-2,5,11,1,-57,2,52
57N,137W,1975,108,-122,13,7,-7,1,-6,3,-5,26,35,5
57N,137W,1976,11,67,16,-30,-24,6,-7,-2,-52,30,-97,31
57N,137W,1977,65,-102,29,-11,14,0,-4,7,23,-83,81,-3
57N,137W,1978,-72,-141,-42,17,-13,23,0,2,-16,-7,80,99
57N,137W,1979,31,-195,5,25,-13,-1,-15,7,-31,-56,34,83
57N,137W,1980,0,-90,0,-148,7,11,-3,9,7,-84,-27,-81
57N,137W,1981,-123,73,-50,13,-5,-1,8,-19,-33,48,-12,-16
57N,137W,1982,-104,-48,18,-49,-7,3,0,6,10,24,36,-66
57N,137W,1983,-112,-113,-57,17,-3,-1,-2,-22,11,3,-22,-29
57N,137W,1984,95,-59,-58,-21,5,-4,-21,-2,-47,8,25,48
57N,137W,1985,16,55,-16,-23,4,-14,7,6,30,47,26,-68
57N,137W,1986,-136,-68,-48,-21,-12,-5,2,-5,29,-6,6,-56
57N,137W,1987,15,-34,-36,-114,-27,-58,9,6,-44,-17,-48,68
57N,137W,1988,62,-51,-63,-16,-18,-21,-7,-16,-6,1,-1,38
57N,137W,1989,143,60,-78,2,11,-1,2,7,18,11,69,2
57N,137W,1990,145,46,-82,11,15,0,0,-1,-10,37,72,134
57N,137W,1991,118,1,48,-35,4,5,-2,-22,-26,35,-41,8
57N,137W,1992,-23,-49,11,-4,5,2,0,-7,14,-2,21,77
57N,137W,1993,159,0,-35,-32,10,2,9,7,42,34,103,16
57N,137W,1994,9,-84,-25,-1,-15,-2,-1,8,-32,-19,90,-25
57N,137W,1995,0,36,-11,-35,7,-5,6,4,-15,14,-84,-138
57N,137W,1996,11,45,13,-45,14,-4,3,-6,4,8,-56,18
57N,137W,1997,6,-1,-17,-19,11,0,-14,6,0,38,15,7
57N,137W,1998,-126,-222,-22,-36,15,39,-3,-12,-2,2,36,55
57N,137W,1999,-91,-53,-26,-31,-42,-4,4,-20,-53,-12,-54,19
57N,137W,2000,63,36,-126,-51,1,-5,-1,5,3,-30,19,9
57N,137W,2001,-105,51,-67,-21,-63,-3,2,-3,-73,26,-26,7
57N,137W,2002,102,4,22,26,-7,-10,-9,2,15,21,-68,6
57N,137W,2003,-22,52,-24,-2,-11,-4,-2,2,-35,22,119,-14
57N,137W,2004,103,-49,10,-21,18,1,1,2,4,48,66,36
57N,137W,2005,133,47,-28,-15,-1,1,-5,3,14,-37,-44,-59
57N,137W,2006,52,90,-26,-29,-8,-2,11,0,-3,68,-43,-103
57N,137W,2007,137,3,-127,-79,-14,0,-4,6,14,4,37,52
57N,137W,2008,120,-100,-65,11,1,-1,-6,-3,-4,-34,9,103
57N,137W,2009,52,94,-69,12,6,9,15,-4,-20,9,15,75
57N,137W,2010,-102,-20,-91,-6,9,-24,-4,8,3,-36,42,61
57N,137W,2011,174,104,-13,4,6,6,-6,-26,-52,17,93,85
57N,137W,2012,119,8,12,-1,-51,-3,-3,-2,-35,72,-49,78
57N,137W,2013,133,-3,25,12,6,0,5,-2,-41,51,95,128
57N,137W,2014,109,64,-16,-1,10,-13,-8,-23,6,0,88,73
57N,137W,2015,68,32,-2,-41,24,-5,-5,0,1,10,87,42
57N,137W,2016,-29,-80,-49,-47,10,-5,-3,2,12,27,-65,93
57N,137W,2017,163,106,-52,-10,2,-21,-7,-19,8,58,31,47
57N,137W,2018,13,113,36,-11,-13,0,23,4,28,-38,33,46
57N,137W,2019,182,116,21,-2,24,9,5,15,28,65,89,29
57N,137W,2020,171,75,54,20,2,4,-1,-13,23,71,123,60
57N,137W,2021,121,99,45,22,9,1,7,,,,,
999,9,,,,,,,,,,,,,
60N,146W,1946,129,11,33,-7,-3,-5,-5,0,-14,37,17,49
60N,146W,1947,128,-46,23,-7,-4,-7,1,1,4,-23,58,83
60N,146W,1948,129,5,17,5,-2,0,5,2,6,6,21,86
60N,146W,1949,153,-12,30,-3,2,0,-3,-3,-4,17,13,50
60N,146W,1950,133,-309,-2,-30,-7,-6,-6,-7,-3,2,-94,17
60N,146W,1951,-5,72,-35,5,0,1,-3,-1,-8,-12,16,93
60N,146W,1952,-88,5,26,-5,0,-4,2,-4,-6,4,25,-53
60N,146W,1953,-166,34,5,-9,2,-5,-5,2,1,-37,-24,38
60N,146W,1954,-29,12,41,-16,-5,-8,-4,3,7,-13,33,21
60N,146W,1955,104,54,31,8,-7,4,0,1,3,14,-82,-54
60N,146W,1956,-138,46,-15,1,-1,-3,-1,-3,9,16,61,-118
60N,146W,1957,142,36,0,0,-11,-5,-1,-2,-6,-2,35,61
60N,146W,1958,42,-190,26,6,3,4,-1,-13,8,-13,38,-73
60N,146W,1959,-290,74,-15,3,-1,-6,3,-1,2,-9,-5,73
60N,146W,1960,105,36,-98,-8,-1,-6,-5,-1,5,-8,9,48
60N,146W,1961,38,-21,-52,7,-2,-11,2,0,16,24,20,-72
60N,146W,1962,40,76,19,-25,3,1,-3,5,3,11,-45,-23
60N,146W,1963,138,-73,43,10,0,19,13,19,-32,-24,-108,-21
60N,146W,1964,27,82,-12,12,1,-1,0,-5,6,16,-11,-89
60N,146W,1965,-96,-28,38,9,13,8,-3,5,30,-27,-10,51
60N,146W,1966,-235,83,-64,9,18,9,10,0,-10,26,37,-96
60N,146W,1967,-5,23,18,17,2,14,4,5,-31,6,78,62
60N,146W,1968,42,-50,6,11,2,-5,-5,-5,-5,4,7,-48
60N,146W,1969,-49,-23,27,-18,-1,3,4,-4,-8,-40,-20,-65
60N,146W,1970,-71,6,21,14,1,2,1,1,2,6,-15,-46
60N,146W,1971,-233,39,-51,-7,0,0,6,-4,6,30,13,79
60N,146W,1972,57,-199,-34,0,3,8,-1,-2,8,25,34,13
60N,146W,1973,47,-10,37,4,-14,1,9,8,3,6,-19,-39
60N,146W,1974,-22,-93,-31,-6,2,3,10,-1,-11,-9,34,68
60N,146W,1975,71,-14,22,9,-2,4,-2,-3,7,-6,-34,-2
60N,146W,1976,67,-1,35,-14,-2,2,-3,-5,-24,12,-29,-17
60N,146W,1977,48,-17,38,1,5,-3,-5,-4,15,-33,2,-48
60N,146W,1978,-4,-88,-10,8,-1,28,4,-3,2,14,49,97
60N,146W,1979,59,-344,6,12,-1,2,-5,0,-20,-16,57,62
60N,146W,1980,24,-24,16,-45,-3,5,0,2,-5,-22,9,-100
60N,146W,1981,24,52,-25,-6,-3,-3,5,-11,-11,20,3,14
60N,146W,1982,-109,-77,13,-12,1,-4,1,-2,2,8,15,-64
60N,146W,1983,-139,-71,-82,10,-7,-7,-3,-2,7,8,-38,1
60N,146W,1984,101,-21,-16,-1,1,-5,-5,-3,-25,-19,17,72
60N,146W,1985,76,23,17,3,4,-7,-1,0,12,16,34,4
60N,146W,1986,-44,-19,-40,-11,-1,-7,4,-1,9,-20,-22,26
60N,146W,1987,61,-3,-29,-23,-2,-25,2,-2,-7,17,26,88
60N,146W,1988,65,-31,-29,-21,-4,-9,-3,-7,-2,-22,-12,58
60N,146W,1989,110,80,-68,-1,6,-7,0,-1,6,4,34,46
60N,146W,1990,116,37,-23,-4,3,-1,2,-3,11,20,18,101
60N,146W,1991,134,22,49,-28,-3,1,-2,-7,-6,15,-68,76
60N,146W,1992,63,18,24,-21,2,1,-1,-4,3,-2,49,98
60N,146W,1993,167,33,1,-25,0,-1,5,1,32,18,85,45
60N,146W,1994,30,-121,17,1,-7,-3,-2,3,-6,-1,68,10
60N,146W,1995,56,31,-45,-15,1,-6,4,-2,-4,1,-82,-75
60N,146W,1996,48,73,17,-30,4,-3,-1,-3,3,-30,26,11
60N,146W,1997,55,61,-43,-1,3,-1,-5,-2,2,-11,28,79
60N,146W,1998,11,-6,34,2,11,6,-2,1,6,3,50,36
60N,146W,1999,-92,-27,-4,6,-1,-6,-2,-5,-8,8,-28,70
60N,146W,2000,112,63,-1,-18,-2,-6,-1,-4,5,-20,47,33
60N,146W,2001,76,77,-15,5,-2,-6,1,-6,-6,23,-10,24
60N,146W,2002,114,42,17,12,2,-6,-2,3,8,15,2,74
60N,146W,2003,77,73,-29,-3,1,-3,0,-5,-16,0,86,27
60N,146W,2004,0,31,25,-11,6,-5,-2,-7,7,23,66,25
60N,146W,2005,69,46,-45,-42,-6,-6,-4,-3,12,-33,-80,-40
60N,146W,2006,-16,100,-78,-28,-3,-3,7,3,0,32,-166,-36
60N,146W,2007,129,-17,-171,-74,-8,-4,-4,-3,10,-22,4,0
60N,146W,2008,104,-124,-104,10,-14,0,0,-16,-17,-20,-15,44
60N,146W,2009,52,87,-63,3,-6,-1,3,-4,-16,1,32,75
60N,146W,2010,-100,31,6,12,4,-9,-3,-4,-11,-17,63,30
60N,146W,2011,153,86,-13,4,-4,2,-4,-20,-39,9,74,135
60N,146W,2012,139,74,36,8,-9,-5,-7,-8,-18,5,-97,49
60N,146W,2013,142,73,34,-6,1,-5,3,-9,-12,23,66,89
60N,146W,2014,143,36,13,-4,-1,-7,-7,-20,-4,-4,39,79
60N,146W,2015,101,29,20,-18,5,-11,-1,-3,5,-12,86,56
60N,146W,2016,53,-43,-15,-29,-1,-7,-2,-13,5,-21,-10,87
60N,146W,2017,158,96,-116,-20,-8,-10,-5,-16,-11,31,-12,83
60N,146W,2018,38,90,30,-25,-10,4,10,10,-1,-23,10,88
60N,146W,2019,137,96,15,-1,5,0,0,-3,9,15,45,37
60N,146W,2020,106,76,38,10,-11,-4,-8,-15,-18,0,61,71
60N,146W,2021,95,67,40,-3,-5,-7,-4,,,,,
999,9,,,,,,,,,,,,,
60N,149W,1946,114,14,18,3,-2,-4,-6,1,-13,41,12,38
60N,149W,1947,75,-11,28,-3,-1,-6,3,1,2,-17,45,94
60N,149W,1948,107,2,15,-13,-3,1,7,0,3,18,0,70
60N,149W,1949,125,7,39,-8,0,1,-3,-3,1,18,24,46
60N,149W,1950,96,-297,8,-14,-3,-6,-6,-6,0,5,-91,19
60N,149W,1951,11,70,-30,11,0,4,-2,4,-5,-2,21,85
